text,sentiment,negative_reason
b'I am appalled and disgusted by POTUS allegation that doctors are profiting from the #COVID #pandemic which has https://t.co/zdwWv4fxMw',0,crime
"b'RT @MedscapePsych: #MedTwitter: We\'re hearing from clinicians that you feel burned out and ""broken"" by #COVID. You are dealing with sick",0,covid19
b'What would #joebiden say without a teleprompter?',1,
"b'Meanwhile #Trump says the unrest in #Philly is another instance of #Democrat run cities wanting to ""destroy https://t.co/5x9aP6Gtcn'",0,corruption
b'Protect Your Retirement - Get A FREE Gold IRA Guide Now! https://t.co/mEkEC52xzN #investors #goldira https://t.co/vG1aiVip47',1,
b'Worst week ever for #coronavirus cases and the #WorstPresidentEver takes the time to insult and degrade https://t.co/vssUAXn8Uj',0,corruption
b'RT @karyfontaine: @johnpavlovitz lose to a landslide of YOUNG Protesters &amp; now voters who Trump ordered to,0,corruption
b'RT @T4Aphenux: Episode #19 ASS THERAPY! breathing/ice cold water bathing: #ChronicPain #ChronicIllness,0,discrimination
"b'Arizona or no place in #America should be called Trump country, #PENCE. This is the USA!'",1,
b'#JoeBiden just said @realDonaldTrump sure is a #StableGenius thinking it was supposed to be an https://t.co/gkWSM1g17h',1,
"b'Families of #GeorgeFloyd, #BreonnaTaylor and #JacobBlake -- victims of #policebrutality -- join together to urge https://t.co/IepmvcPEoB'",0,others
b'I blame my candy consumption on #Election2020 . living off ice tea and skittles til this over. https://t.co/tS9ozlThyd',0,crime
b'&gt; #JoeBiden just like that of the prelates of the will expose him to be used https://t.co/6MxlHp2TYG',0,others
b'Horrific #GOP #corruption &amp; #treason is coming to light. Great work @aaronharris #GOPBetrayedAmerica https://t.co/RjcT320bdS',1,
b'Rockin that civic duty. Get out and vote #Elections2020 #earlyvote #BlueWave #BidenHarris2020 #VotingMVPs https://t.co/P0wV5lYOef',1,
accelerating. &amp; rising when all #Americans killed by #TrumpVirus are https://t.co/LfObb6zXea',0,discrimination
"b""'Eat out to help out' may have caused fifth of #Covid clusters over summer https://t.co/HWJUbEteZH""",1,
"b'RT @DebraMessing: THIS is how you WIN in #IOWA. @GreenfieldIowa is a farmer, and knows how bad things have gotten in #IA under the",1,
b'#Trump2020\n#VoteRed\n#HunterBidenEmails\n#HunterBidensLaptop\n#BidenHarris2020 dumpster https://t.co/iJWyIFRS1g',0,others
b'@SierraGypsy1 Ima be looking for his little maroon Camry for the next few days and yell #BidenHarris2020!',1,
b'RT @ctrebelus: When did the American flag become a symbol of hate and division? #Trump2020 #Biden2020 #America',0,crime
b'Go Texas! The Lone Star State is on the verge of being able to unite the stars of ALL our states. Do the right https://t.co/MTmT6Bg5l8',0,discrimination
b'RT @carla_spalding: Please Retweet and help me Defeat Debbie Wasserman Schultz #Fl23 #GOP #MAGA2020 https://t.co/D3uOqy9SvU',0,others
b'#suspension #suspended #gunsense #guncontrol 1 book 150 subjects insight site: Black America fears the police Why https://t.co/EsGVJfQBcn',0,corruption
b'That raises an interesting legal question. Can #Trump pardon himself from a crime that he had committed but had https://t.co/g3KtBm105D',1,
b'About time the Post is let out of the cage. #CensorshipIsReal #BidenCrimeFamiIy #Vote2020 https://t.co/aMOTbmAcCA',1,
"b'@realDonaldTrump A vote for you is a vote for division, racism, hatred, cronyism, nepotism, tax evasion, dictator https://t.co/5zeyj21myz'",0,covid19
"b""#Trump's election mayhem is coming soon, 4 days &amp; counting. Journalists &amp; all must be ready to fight back\n\nhttps://t.co/v0AX9ig8Q3""",0,covid19
b'@ZANGTOI @kirstiealley There will be many tears from Republicans on November 3rd. https://t.co/HiszEMO36L',0,others
"b'Everything is one big joke! 229,000 Americans are dead from the #COVID-19. performing he, thinks a https://t.co/UNh8skhylY'",0,discrimination
b'@Rachelrocket74 @Luckylilybee Things may alter if #JoeBiden wins. villains will still be around with https://t.co/wjb6iyiqk1',0,crime
"a sad reality that people are boarding up homes, businesses and properties ahead of the #Election2020'",0,covid19
b'This is powerful. Imagine a day where you vote if you were a woman or black? This was reality not long https://t.co/dSkKHhKFzq',1,
RETWEET!! https://t.co/lD4O0HHB3A',1,
"b'@dustinhines @TheTobster111 There is no doubt that #Georgia voters, especially in Greater Atlanta, are showing https://t.co/1I9IS24eyc'",1,
"b'There are 50 early voting polling locations in Tarrant County, Texas. Go, go, GO! still have time to early https://t.co/sdCBZp4XJ4'",1,
b'#BidenHarris2020 we need to reach Latinos. They need to understand that Trump is Like Chavez. A populist who https://t.co/G6G9RsZF4l',1,
"b'RT @F150Beard: crunch time!!!! \nFinal campaign stops for future President #JoeBiden, and #SuperSpreaderTrump . https://t.co/AIjzEdVtdC'",0,discrimination
"b""@realDonaldTrump No, honey booboo, it's not. #TrumpVirus is most important. #BidenHarris2020""",0,covid19
b'@EricaGrieder @ElizMarkowitz @DanPatrick @DanPatrick is a #hypocrite \n\n#gop is LITERALLY cheating to win!',0,others
b'If you love yourself Force on Jesus not on People\n#ExpressFridayVigil\n https://t.co/dkuGV9NpMN',1,
b'@kirstiealley #BidenHarris2020 your welcome!',1,
"b""@Mike_Pence NEVER FORGET , Mike Pence Testified CIggarettes Don't Cause Cancer\n\n#BidenHarris2020""",0,others
b'@dougducey @realDonaldTrump @Mike_Pence VOTE JOE BIDEN AND MARK KELLY TO SAVE AMERICA AND https://t.co/c4mkrfwC1A',1,
b'@realDonaldTrump STOP LYING TO THE AMERICAN PEOPLE!! STOP KILLING AMERICANS AT YOUR DEADLY https://t.co/9gchqMMD14',0,corruption
"b'Americans love you @realDonaldTrump . Anyone who hates you HATES, no, LOATHES America!! #Democrats should be https://t.co/TbXrBDE4JD'",0,covid19
"b'RT @BdaGovernment: (1/11) #COVID19 (#Coronavirus) Update: Yesterday, there were 811 test results received by the Ministry of Health, and",1,
"b""Check out cbsnews's video! #TikTok amen !!! #VoteHimOut #BidenHarris2020 https://t.co/efMRCyX8V4""",1,
b'RT @chbrkr: Do not give up the super Democratic wave! Do not get apathetic! Do not assume. Get out there and vote in person or drop your,0,covid19
b'@realDonaldTrump You are a hideous and dangerous criminal. #VoteBlueToSaveAmerica #VoteBlueDownTheBallot #TrumpCrimeFamily',0,others
b'Not enough people realize Lincoln was the first #Republican president... #RedWave https://t.co/ZGqAyHpuMn',1,
"b""@EricTrump Spending a lifetime in service to America is a Good Thing. We wouldn't expect you to understand that https://t.co/vFVEYxPxbU""",1,
b'RT @DonaldJTrumpJr: Here we go! In 4 short days @realDonaldTrump will secure another historic Victory for the American people! But we,1,
"b'If this is any indication, then he wouldnt be able to take the pressure of the job. #JoeBiden #Election2020 https://t.co/yNdF8gIt2U'",0,crime
"b""I voted Trump 2016 and was gonna vote #Trump2020 again, but damn just heard Joe Biden's stance on https://t.co/vmewqd3Sig""",0,covid19
"b'RT @jfreewright: 90,000+ US COVID cases yesterday. 1000+ deaths.\n\nNo damn corner is being rounded. VOTE for LIFE.\n\n#BidenHarris2020",0,discrimination
"b'[2/2] This pattern has held true since the 1960s. With the S&amp;P down slightly (0.6%) over that period, the stock https://t.co/htnT71AQv7'",1,
b'@realDonaldTrump We will not let you steal an election. Starting packing! #JoeBiden #VoteHimOut #VOTE',0,crime
"b""We're hitting new records daily; keeping things open is so fucking irresponsible #covid https://t.co/jymQT64UCA""",0,covid19
b'@kylegriffin1 There was a reason #MoscowMitch packed the courts',1,
b'@joshgad #IVoted for #BidenHarris2020 and @TheDemocrats in person in #Brooklyn on Tuesday. Bonus was I made a new https://t.co/dWnJ6d6R60',1,
b'Another f**kin national lockdown???\nBetter not close the gyms after the s**t about losing weight to fight this https://t.co/BDTgn0kvC3',0,covid19
"b'Now, what the heck is ((#trunalimunumaprzure)) ?!!.... \nPlease Don\'t tell me this is the ""Biden\'s Syndrome"" https://t.co/9gBw1poeM9'",1,
"b""RT @abediaa: MAGA-heads giving Iblis a shoutout for supporting Trump.\n\nWhat they don't realize is that Iblis = Satan in Arabic",1,
"b'@DonaldJTrumpJr Well, you and your family know all about corruption. #TrumpCrimeFamily #TrumpIsANationalDisgrace'",1,
accelerating. &amp; rising when all #Americans killed by #TrumpVirus are https://t.co/McDVVRJ9En',0,discrimination
b'#LateLateShow in the middle of a #covid-19 pandemic you get all this shirt where else would you get it other than RTE',1,
"b'RT @Hansen4Congress: Hey America, want a sneak peak of your future ruled by tyrants. If you do not re-elect @realDonaldTrump this is it,",1,
"b""RT @SouthWithLove: Catch this week's episode of #FromTheSouthWithLove where we discuss the #PhillyRiots, #Election2020, #UmisushiAtl #NFL",1,
"b'RT @AlanPortell: Instead of releasing murders from prison due to #covid19. California should enforce Death Row, it has the largest",0,covid19
b'@realDonaldTrump #TrumpSpreadsLiesHateFearCovid The ONLY one KILLING Americans and their https://t.co/y6Siw2RBrF',0,corruption
b'Why more Trump? This pretty much sums it up.\nhttps://t.co/wijzET0wTm\n#VoteDemsOUT2020\nCan #BidenHarris2020 https://t.co/K3rmS1NTI5',1,
b'I was living in Atlanta during the Fall &amp; Winter of the 2000 election. Every day was a popcorn day with the daily https://t.co/iA8UsX3Oyd',1,
b'@realDonaldTrump Casted my vote for Biden in Florida #BidenHarris2020',1,
"b'Could Trump Win? #Biden Aides See Warning Signs in #Black, #Latino Turnout So Far https://t.co/UEbwmvoma0'",1,
"b'Our senator, @LindseyGrahamSC Fundamentally mistrusts #SC residents to go to work if unemployment benefits are https://t.co/2Ax6uUELmy'",0,crime
"b'RT @swede1956: It always cracks me up when the left is referred to as Like the left is running around carrying assault rifles,",0,discrimination
b'RT @MysticRose9213: 4 days! \n\nWho else wants to stop the stupid? The 3 a.m. tweets or the idiotic stuff that comes out of 45s mouth?,0,covid19
"b""@JackPosobiec Absolutely! Joe's mobilizing it as we tweet! #trunalimunumaprzure #JoeBiden""",1,
"b'@realDonaldTrump Softly, @realDonaldTrump will be just a one term impeached abomination in our history books that https://t.co/DtSs9aQ9vC'",1,
b'Another #Deplorable with a gun #VoteHimOut #BidenHarris2020 https://t.co/tcWEHmKkGS',0,discrimination
"b'@realDonaldTrump If we have to shut down again, it will be because of your criminal incompetence. failed https://t.co/Ya5maNB4tp'",0,covid19
b'Interesting the difference. #Utah #utpol #COVID https://t.co/jGdNnV26iL',1,
b'@radleybalko @ChloDubs Many police unions support Trump. The hypocrisy of those allegedly honoring the law as https://t.co/pV6hoAhv4g',1,
b'HEY! STOP SCROLLING AND LOOK AT THIS!\n#KAG #EYESOPEN https://t.co/isaL1cQp1j',1,
b'Watching the news.. Come on #Biden win this...',1,
b'@NewDay @Acosta @drsanjaygupta #Republican bodies... https://t.co/UwFL5Uu5AP',1,
b'Vintage Kitchen Scale EKS Bright Red Color Home Decor Wall Decor Retro Kitchen Wall Mounted Scale Sweden Made https://t.co/AwC81nU7M4',1,
b'RT @DovahGol: Something bad going to happen here my gut telling me something. Walmart removes guns and ammunition from store floors amid,0,covid19
b'@BradBeauregardJ @TheRealAndrew_ The change is here.\n\nVote #BidenHarris2020 https://t.co/43aXJLPK5N',1,
"b'RT @EthanBearman: I have a child with Type 1 Diabetes, a pre-existing condition with no cure today.\n\nI voted for #JoeBiden to protect my",1,
"b""#Biden thinks he's got a new cure for #Coronavirus but it has side affects \n says https://t.co/vMmVVWKivG""",1,
"b""@realDonaldTrump not going to shut down the not going to shut down the going https://t.co/wpPXQiOJao""",1,
b'@DLoesch Biden yells like a typical fascist Dictator. Screaming. Lying. Cheating! #JoeBiden #dictator',0,covid19
b'Trump adviser Stephen Miller reveals aggressive second-term immigration agenda\n\nThe immigration hardliner says https://t.co/rrl4DaYRSJ',0,crime
"b""RT @KathyJGoodman: @DonaldJTrumpJr Hillary's emails! Where's Jim Comey when you need him? #TrumpIsLosing \n#BidenHarris2020",1,
b'RT @mylittlecorne11: @Trumpgot2go @IndKingCountyWA @actblue Already have!!! #BidenHarris2020',1,
b'Situation Update #4 | Dr Morris #coronavirus #corona #covid #covid19 #covid-19 https://t.co/G5Q9FfwGoT',1,
b'RT @RealBasedMAGA: Im not worried about @realDonaldTrump being re-elected. \n\nIm concerned about the global coup attempts after,0,crime
b'another national lockdown can get fucked right off. #Lockdown2 #coronavirus',0,corruption
b'RT @Helenhs: 4 days to go &amp; Twitter just limited my account for 3! \n\nTo say pissed is putting it mildly. \n\n#vote \n\nEncouraging,0,corruption
b'#Honk if you think #PresidentialCampaign is a comedy routine.',1,
"b""RT @DebraMessing: #COVID DEATHS ARE RISING. \n\n#trump and l'il trump are saying it's GONE. \n\nNO MORE LIES. NO MORE CHAOS. #VOTE",1,
"b""Manitoba #COVID19 case numbers went rom 193 yesterday to 480 today. But don't worry @BrianPallister you can still https://t.co/YTp5Uj4SWO""",0,crime
b'RT @Unknwnstuntman: For my two uncles who were hanged and castrated in Mississippi for trying to exercise this very right. I am their,1,
"b""@realDonaldTrump speaks fuzzy haze \n\n@realDonaldTrump slow the #Covid-19 US spread now! \n\nDon't wait for https://t.co/geD6oX7hOK""",1,
RETWEET!! https://t.co/GuagqDu33O',1,
b'RT @captainmilosays: Milo: We have school next Tuesday! Why?\nMom: voting day. We gotta pick out a new president. \nMilo: Oh,1,
b'Of course #Trump would accuse #doctors of profiteering from the #coronavirus because...this is PRECISELY what he https://t.co/ryuTyJbM9e',0,crime
b'#LateLateShow when will @MichealMartinTD be on with his Book how my ASS was kicked by @LeoVaradkar the price you https://t.co/0wWPwgcFP9',0,crime
"b'RT @cassandra17lina: Under the #Trump #ReignOfError, you can SAY #MerryChristmas*, you just ENJOY a Merry Christmas. \n\n*which you",1,
"b""Well if you are shut in and don't want to risk take out food, I guess you are using your Tupperware. https://t.co/w6JgAEaz9u""",0,covid19
b'Trump and his cronies are all corrupt and HUGE LIARS!! #VoteTrumpOut #VoteTheCorruptedGOPOut #Vote Out https://t.co/MZGbd0ZMkX',0,covid19
"b'RT @Cleavon_MD: @realDonaldTrump girl, 13\nAnna Carter from Fort Sill, OK died from #COVID. ""She was funny &amp; outgoing in everything",1,
b'Who wants a bet that Boris one month lockdown turns into 6 months? #COVID19 #covid',1,
b'RT @MaryFernando_: Given that you would like to protect people against #misinformation about #COVID because lives are at stake,1,
b'#BidenHarris2020\n#BlueWave2020\nVote trumps fat ass out of the bunker and the WH! https://t.co/UTU5ch80Le',0,discrimination
"b""@TheSilentMoe @JoeBiden I wonder what is in today's news? Anything about the unfolding @JoeBiden international https://t.co/SkGBdGCqtP""",1,
"b'It\'s this or ""grab her by the pussy"" #vote #BidenHarris2020 #BidenHarrisToSaveAmerica and https://t.co/7DQZB5QTL4'",1,
b'@JesseRodriguez Disgusting. Using the Bible beside a gun for a photo op. Maybe you should OPEN THAT BIBLE AND https://t.co/7voLq1ZlWc',0,discrimination
